Wahlart,Wahltag,Gebietsart,Gebietsnummer,Gebietsname,UegGebietsart,UegGebietsnummer,Gruppenart,Gruppenname,Gruppenreihenfolge,Stimme,Anzahl,Prozent,VorpAnzahl,VorpProzent,DiffProzent,DiffProzentPkt
BT,26.09.2021,Wahlkreis,208,Neustadt – Speyer,LAND,7,System-Gruppe,Wählende,-3,,173828,"79,223028",176425,"79,993199","-1,472014","-0,77017"
BT,26.09.2021,Wahlkreis,209,Kaiserslautern,LAND,7,System-Gruppe,Wählende,-3,,169206,"75,302736",172316,"75,209721","-1,804824","0,093015"
BT,26.09.2021,Wahlkreis,210,Pirmasens,LAND,7,System-Gruppe,Wählende,-3,,132470,"76,091514",135065,"76,012877","-1,921297","0,078638"
BT,26.09.2021,Wahlkreis,211,Südpfalz,LAND,7,System-Gruppe,Wählende,-3,,171259,"78,921198",172369,"79,201684","-0,643967","-0,280485"
BT,26.09.2021,Wahlkreis,212,Altötting,LAND,9,System-Gruppe,Wählende,-3,,129441,"76,74853",126786,"75,368711","2,09408","1,379818"
BT,26.09.2021,Wahlkreis,213,Erding – Ebersberg,LAND,9,System-Gruppe,Wählende,-3,,168337,"83,92972",163357,"82,421114","3,048538","1,508606"
BT,26.09.2021,Wahlkreis,214,Freising,LAND,9,System-Gruppe,Wählende,-3,,194002,"81,771128",186647,"79,172923","3,940594","2,598204"
BT,26.09.2021,Wahlkreis,215,Fürstenfeldbruck,LAND,9,System-Gruppe,Wählende,-3,,192779,"83,128436",190769,"82,183737","1,05363","0,944699"
BT,26.09.2021,Wahlkreis,216,Ingolstadt,LAND,9,System-Gruppe,Wählende,-3,,187395,"78,610561",184059,"77,139624","1,812462","1,470937"
BT,26.09.2021,Wahlkreis,217,München-Nord,LAND,9,System-Gruppe,Wählende,-3,,175551,"78,482048",174196,"76,929464","0,777859","1,552585"
BT,26.09.2021,Wahlkreis,218,München-Ost,LAND,9,System-Gruppe,Wählende,-3,,193958,"79,952678",186913,"78,151015","3,769133","1,801663"
BT,26.09.2021,Wahlkreis,219,München-Süd,LAND,9,System-Gruppe,Wählende,-3,,172970,"80,598865",170483,"78,663283","1,458796","1,935582"
BT,26.09.2021,Wahlkreis,220,München-West/Mitte,LAND,9,System-Gruppe,Wählende,-3,,198272,"81,845351",193399,"80,154757","2,519661","1,690594"
BT,26.09.2021,Wahlkreis,221,München-Land,LAND,9,System-Gruppe,Wählende,-3,,199333,"84,854328",197265,"83,881159","1,048336","0,973169"
BT,26.09.2021,Wahlkreis,222,Rosenheim,LAND,9,System-Gruppe,Wählende,-3,,191410,"80,631029",186492,"79,300931","2,63711","1,330098"
BT,26.09.2021,Wahlkreis,223,Bad Tölz-Wolfratshausen – Miesbach,LAND,9,System-Gruppe,Wählende,-3,,136106,"81,665887",132612,"80,115027","2,634754","1,55086"
BT,26.09.2021,Wahlkreis,224,Starnberg – Landsberg am Lech,LAND,9,System-Gruppe,Wählende,-3,,180978,"84,243209",177013,"82,860393","2,239948","1,382816"
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,System-Gruppe,Wählende,-3,,163876,"78,479036",160615,"77,046137","2,030321","1,432899"
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Wählende,-3,,138039,"81,935384",134333,"80,362409","2,758816","1,572975"
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Wählende,-3,,127193,"76,536531",119455,"71,676297","6,477753","4,860234"
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,System-Gruppe,Wählende,-3,,195589,"79,232664",189425,"77,217047","3,254058","2,015616"
BT,26.09.2021,Wahlkreis,229,Passau,LAND,9,System-Gruppe,Wählende,-3,,136625,"76,944521",131350,"74,04714","4,015988","2,897381"
BT,26.09.2021,Wahlkreis,230,Rottal-Inn,LAND,9,System-Gruppe,Wählende,-3,,133885,"77,108482",127840,"73,826395","4,728567","3,282088"
BT,26.09.2021,Wahlkreis,231,Straubing,LAND,9,System-Gruppe,Wählende,-3,,132955,"76,511176",129424,"74,401706","2,728242","2,109469"
BT,26.09.2021,Wahlkreis,232,Amberg,LAND,9,System-Gruppe,Wählende,-3,,173297,"80,203729",169507,"78,52054","2,235896","1,68319"
BT,26.09.2021,Wahlkreis,233,Regensburg,LAND,9,System-Gruppe,Wählende,-3,,198937,"80,154477",194824,"78,623373","2,111136","1,531105"
BT,26.09.2021,Wahlkreis,234,Schwandorf,LAND,9,System-Gruppe,Wählende,-3,,174957,"78,659227",166505,"75,157985","5,076124","3,501242"
BT,26.09.2021,Wahlkreis,235,Weiden,LAND,9,System-Gruppe,Wählende,-3,,132247,"79,7596",130514,"77,495472","1,327827","2,264128"
BT,26.09.2021,Wahlkreis,236,Bamberg,LAND,9,System-Gruppe,Wählende,-3,,148660,"81,419167",145222,"79,568031","2,36741","1,851136"
BT,26.09.2021,Wahlkreis,237,Bayreuth,LAND,9,System-Gruppe,Wählende,-3,,129136,"79,502555",127222,"77,605622","1,504457","1,896933"
BT,26.09.2021,Wahlkreis,238,Coburg,LAND,9,System-Gruppe,Wählende,-3,,123864,"79,110436",123200,"77,166873","0,538961","1,943562"
BT,26.09.2021,Wahlkreis,239,Hof,LAND,9,System-Gruppe,Wählende,-3,,125334,"76,952453",126918,"75,748424","-1,24805","1,204029"
BT,26.09.2021,Wahlkreis,240,Kulmbach,LAND,9,System-Gruppe,Wählende,-3,,137178,"81,207414",135072,"79,037081","1,559168","2,170333"
BT,26.09.2021,Wahlkreis,241,Ansbach,LAND,9,System-Gruppe,Wählende,-3,,192508,"79,164713",185955,"76,286101","3,523971","2,878612"
BT,26.09.2021,Wahlkreis,242,Erlangen,LAND,9,System-Gruppe,Wählende,-3,,155377,"82,956663",152568,"81,844956","1,841146","1,111707"
BT,26.09.2021,Wahlkreis,243,Fürth,LAND,9,System-Gruppe,Wählende,-3,,197939,"78,94508",194222,"77,747888","1,913789","1,197192"
BT,26.09.2021,Wahlkreis,244,Nürnberg-Nord,LAND,9,System-Gruppe,Wählende,-3,,145212,"77,124329",146205,"76,063658","-0,679183","1,060671"
BT,26.09.2021,Wahlkreis,245,Nürnberg-Süd,LAND,9,System-Gruppe,Wählende,-3,,129560,"73,067292",132085,"72,650419","-1,911648","0,416873"
BT,26.09.2021,Wahlkreis,246,Roth,LAND,9,System-Gruppe,Wählende,-3,,189675,"82,726722",185895,"81,690543","2,033406","1,036178"
BT,26.09.2021,Wahlkreis,247,Aschaffenburg,LAND,9,System-Gruppe,Wählende,-3,,146772,"80,356087",144938,"79,044731","1,265369","1,311356"
BT,26.09.2021,Wahlkreis,248,Bad Kissingen,LAND,9,System-Gruppe,Wählende,-3,,174164,"81,361855",171202,"79,249178","1,73012","2,112676"
BT,26.09.2021,Wahlkreis,249,Main-Spessart,LAND,9,System-Gruppe,Wählende,-3,,158133,"81,340788",157206,"80,132325","0,589672","1,208463"
BT,26.09.2021,Wahlkreis,250,Schweinfurt,LAND,9,System-Gruppe,Wählende,-3,,157357,"79,994408",156159,"78,455695","0,767167","1,538713"
BT,26.09.2021,Wahlkreis,251,Würzburg,LAND,9,System-Gruppe,Wählende,-3,,185659,"82,549231",182961,"80,956911","1,474631","1,59232"
BT,26.09.2021,Wahlkreis,252,Augsburg-Stadt,LAND,9,System-Gruppe,Wählende,-3,,153315,"73,871439",153228,"72,782718","0,056778","1,088721"
BT,26.09.2021,Wahlkreis,253,Augsburg-Land,LAND,9,System-Gruppe,Wählende,-3,,204737,"82,101038",196554,"79,997884","4,163232","2,103154"
BT,26.09.2021,Wahlkreis,254,Donau-Ries,LAND,9,System-Gruppe,Wählende,-3,,157033,"80,211366",150348,"77,540937","4,446351","2,670429"
BT,26.09.2021,Wahlkreis,255,Neu-Ulm,LAND,9,System-Gruppe,Wählende,-3,,188813,"78,048024",182045,"75,963813","3,717762","2,084211"
BT,26.09.2021,Wahlkreis,256,Oberallgäu,LAND,9,System-Gruppe,Wählende,-3,,181755,"79,437333",176437,"77,861379","3,014107","1,575953"
BT,26.09.2021,Wahlkreis,257,Ostallgäu,LAND,9,System-Gruppe,Wählende,-3,,198667,"79,284446",191581,"77,394269","3,698697","1,890177"
BT,26.09.2021,Wahlkreis,258,Stuttgart I,LAND,8,System-Gruppe,Wählende,-3,,157514,"82,119378",160834,"82,74716","-2,06424","-0,627782"
BT,26.09.2021,Wahlkreis,259,Stuttgart II,LAND,8,System-Gruppe,Wählende,-3,,133588,"74,647683",139180,"76,262596","-4,017819","-1,614913"
BT,26.09.2021,Wahlkreis,260,Böblingen,LAND,8,System-Gruppe,Wählende,-3,,195335,"79,549018",196557,"80,005943","-0,621703","-0,456925"
BT,26.09.2021,Wahlkreis,261,Esslingen,LAND,8,System-Gruppe,Wählende,-3,,131888,"79,151163",135479,"80,300507","-2,650595","-1,149344"
BT,26.09.2021,Wahlkreis,262,Nürtingen,LAND,8,System-Gruppe,Wählende,-3,,165777,"80,487165",168052,"81,167288","-1,353748","-0,680123"
BT,26.09.2021,Wahlkreis,263,Göppingen,LAND,8,System-Gruppe,Wählende,-3,,135606,"76,567273",137585,"77,117746","-1,438384","-0,550473"
BT,26.09.2021,Wahlkreis,264,Waiblingen,LAND,8,System-Gruppe,Wählende,-3,,175841,"79,288017",178340,"80,012203","-1,401256","-0,724186"
BT,26.09.2021,Wahlkreis,265,Ludwigsburg,LAND,8,System-Gruppe,Wählende,-3,,171843,"79,811158",175304,"80,387391","-1,974285","-0,576234"
BT,26.09.2021,Wahlkreis,266,Neckar-Zaber,LAND,8,System-Gruppe,Wählende,-3,,186673,"80,902582",186362,"81,281403","0,16688","-0,378821"
BT,26.09.2021,Wahlkreis,267,Heilbronn,LAND,8,System-Gruppe,Wählende,-3,,182804,"75,867708",185705,"76,562648","-1,562155","-0,694941"
BT,26.09.2021,Wahlkreis,268,Schwäbisch Hall – Hohenlohe,LAND,8,System-Gruppe,Wählende,-3,,172687,"76,452801",171760,"76,07237","0,539707","0,380431"
BT,26.09.2021,Wahlkreis,269,Backnang – Schwäbisch Gmünd,LAND,8,System-Gruppe,Wählende,-3,,136436,"77,055495",136717,"77,25521","-0,205534","-0,199715"
BT,26.09.2021,Wahlkreis,270,Aalen – Heidenheim,LAND,8,System-Gruppe,Wählende,-3,,168655,"76,423063",170191,"76,713409","-0,902515","-0,290347"
BT,26.09.2021,Wahlkreis,271,Karlsruhe-Stadt,LAND,8,System-Gruppe,Wählende,-3,,159591,"77,619062",162139,"77,627497","-1,571491","-0,008435"
BT,26.09.2021,Wahlkreis,272,Karlsruhe-Land,LAND,8,System-Gruppe,Wählende,-3,,167946,"80,300459",168801,"80,480688","-0,506514","-0,18023"
BT,26.09.2021,Wahlkreis,273,Rastatt,LAND,8,System-Gruppe,Wählende,-3,,155331,"75,811899",157208,"76,135681","-1,19396","-0,323782"
BT,26.09.2021,Wahlkreis,274,Heidelberg,LAND,8,System-Gruppe,Wählende,-3,,177868,"81,429834",179138,"82,19828","-0,708951","-0,768447"
BT,26.09.2021,Wahlkreis,275,Mannheim,LAND,8,System-Gruppe,Wählende,-3,,142132,"72,198432",144078,"73,028907","-1,350657","-0,830474"
BT,26.09.2021,Wahlkreis,276,Odenwald – Tauber,LAND,8,System-Gruppe,Wählende,-3,,162058,"77,384943",163339,"77,457368","-0,784259","-0,072425"
BT,26.09.2021,Wahlkreis,277,Rhein-Neckar,LAND,8,System-Gruppe,Wählende,-3,,154085,"78,262614",156402,"78,890901","-1,481439","-0,628287"
BT,26.09.2021,Wahlkreis,278,Bruchsal – Schwetzingen,LAND,8,System-Gruppe,Wählende,-3,,152231,"77,766085",154622,"78,717685","-1,546352","-0,9516"
BT,26.09.2021,Wahlkreis,279,Pforzheim,LAND,8,System-Gruppe,Wählende,-3,,163982,"75,523889",167977,"76,500271","-2,378302","-0,976382"
BT,26.09.2021,Wahlkreis,280,Calw,LAND,8,System-Gruppe,Wählende,-3,,152863,"76,780082",153463,"77,498346","-0,390974","-0,718265"
BT,26.09.2021,Wahlkreis,281,Freiburg,LAND,8,System-Gruppe,Wählende,-3,,180976,"80,651717",180854,"81,352898","0,067458","-0,701181"
BT,26.09.2021,Wahlkreis,282,Lörrach – Müllheim,LAND,8,System-Gruppe,Wählende,-3,,174064,"75,327598",177399,"76,396593","-1,879943","-1,068995"
BT,26.09.2021,Wahlkreis,283,Emmendingen – Lahr,LAND,8,System-Gruppe,Wählende,-3,,168004,"76,759019",168468,"77,177294","-0,275423","-0,418275"
BT,26.09.2021,Wahlkreis,284,Offenburg,LAND,8,System-Gruppe,Wählende,-3,,156776,"76,144405",155724,"75,759301","0,675554","0,385104"
BT,26.09.2021,Wahlkreis,285,Rottweil – Tuttlingen,LAND,8,System-Gruppe,Wählende,-3,,149664,"75,518463",152001,"76,295382","-1,53749","-0,776919"
BT,26.09.2021,Wahlkreis,286,Schwarzwald-Baar,LAND,8,System-Gruppe,Wählende,-3,,122862,"75,468059",125344,"75,947189","-1,980151","-0,47913"
BT,26.09.2021,Wahlkreis,287,Konstanz,LAND,8,System-Gruppe,Wählende,-3,,157563,"76,483552",158861,"77,442172","-0,817066","-0,958621"
BT,26.09.2021,Wahlkreis,288,Waldshut,LAND,8,System-Gruppe,Wählende,-3,,136195,"76,826964",136595,"76,822492","-0,292836","0,004472"
BT,26.09.2021,Wahlkreis,289,Reutlingen,LAND,8,System-Gruppe,Wählende,-3,,153820,"77,22314",157642,"78,84702","-2,424481","-1,62388"
BT,26.09.2021,Wahlkreis,290,Tübingen,LAND,8,System-Gruppe,Wählende,-3,,160835,"80,90658",159801,"81,328631","0,647055","-0,42205"
BT,26.09.2021,Wahlkreis,291,Ulm,LAND,8,System-Gruppe,Wählende,-3,,177537,"79,478995",177460,"79,695338","0,04339","-0,216343"
BT,26.09.2021,Wahlkreis,292,Biberach,LAND,8,System-Gruppe,Wählende,-3,,133345,"78,833795",131693,"78,84628","1,254433","-0,012485"
BT,26.09.2021,Wahlkreis,293,Bodensee,LAND,8,System-Gruppe,Wählende,-3,,137838,"79,021957",137146,"79,375166","0,504572","-0,353209"
BT,26.09.2021,Wahlkreis,294,Ravensburg,LAND,8,System-Gruppe,Wählende,-3,,147020,"78,278324",146174,"78,185475","0,578762","0,092849"
BT,26.09.2021,Wahlkreis,295,Zollernalb – Sigmaringen,LAND,8,System-Gruppe,Wählende,-3,,138084,"75,601156",139548,"76,011504","-1,049101","-0,410348"
BT,26.09.2021,Wahlkreis,296,Saarbrücken,LAND,10,System-Gruppe,Wählende,-3,,142697,"73,963479",147602,"73,84346","-3,323126","0,120019"
BT,26.09.2021,Wahlkreis,297,Saarlouis,LAND,10,System-Gruppe,Wählende,-3,,159170,"78,301251",160430,"77,31529","-0,785389","0,985961"
BT,26.09.2021,Wahlkreis,298,St. Wendel,LAND,10,System-Gruppe,Wählende,-3,,139808,"80,77932",141387,"79,669011","-1,116793","1,110309"
BT,26.09.2021,Wahlkreis,299,Homburg,LAND,10,System-Gruppe,Wählende,-3,,142288,"76,523198",145992,"75,875474","-2,537125","0,647724"
